"*Product Code","Channel","Notes"
"RWWLACC01","portal","Experience unparalleled comfort and support with our Barbell Squat Pad.

Designed with high-density foam, the MasterKraft barbell squat pad cushions your shoulders and neck during intense squat workouts. The adjustable hook and loop fasteners ensure a secure fit, while the durable construction guarantees long-lasting performance. Elevate your squat game with this essential fitness accessory.

- 435mm width
- Moulded high density foam
- Formed to fit snugly"
"MWWLACC01","public","Experience unparalleled comfort and support with our Barbell Squat Pad.

Designed with high-density foam, the MasterKraft barbell squat pad cushions your shoulders and neck during intense squat workouts. The adjustable hook and loop fasteners ensure a secure fit, while the durable construction guarantees long-lasting performance. Elevate your squat game with this essential fitness accessory.

- 435mm width
- Moulded high density foam
- Formed to fit snugly"
"REFRBB02","portal","Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 12 Olympic Bars vertically in an area less than 0.6m squared by simply dropping the bars in and out.

The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favouriteÂ bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating.

- Stores 12 Olympic Bars vertically in less than 0.5m x 0.6m or floor space
- Hard wearing textured black powder coating finish
- Made from 1-piece 5mm thick belt steel
- Hardened plastic sleeves with rubber stops at the bottom of each storage hole for bar protection"
"SEFRBB04","portal","Maximise your gym's organisation with our Barbell Storage Box! This versatile and space-saving storage solution is perfect for keeping your barbells neat and accessible. Crafted for durability, it's designed to withstand heavy use and protect your valuable equipment from wear and tear.

Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 9 Olympic Bars vertically in an area less than 0.5m squared by simply dropping the bars in and out. The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favourite bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating.

- Stores 9 Olympic Bars vertically in less than 0.5m x 0.5m or floor space
- Hard wearing textured black powder coating finish
- Made from 1-piece 5mm thick belt steel
- Hardened plastic sleeves with rubber stops at the bottom of each storage hole for bar protection"
"MEFRBB04","public","Maximise your gym's organisation with our Barbell Storage Box! This versatile and space-saving storage solution is perfect for keeping your barbells neat and accessible. Crafted for durability, it's designed to withstand heavy use and protect your valuable equipment from wear and tear.

Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 9 Olympic Bars vertically in an area less than 0.5m squared by simply dropping the bars in and out. The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favourite bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating.

- Stores 9 Olympic Bars vertically in less than 0.5m x 0.5m or floor space
- Hard wearing textured black powder coating finish
- Made from 1-piece 5mm thick belt steel
- Hardened plastic sleeves with rubber stops at the bottom of each storage hole for bar protection"
"SEFRBB05","portal","Maximise your gym's organisation with our Barbell Storage Box! This versatile and space-saving storage solution is perfect for keeping your barbells neat and accessible. Crafted for durability, it's designed to withstand heavy use and protect your valuable equipment from wear and tear.

Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 9 Olympic Bars vertically in an area less than 0.5m squared by simply dropping the bars in and out. The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favourite bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating."
"MEFRBB05","public","Maximise your gym's organisation with our Barbell Storage Box! This versatile and space-saving storage solution is perfect for keeping your barbells neat and accessible. Crafted for durability, it's designed to withstand heavy use and protect your valuable equipment from wear and tear.

Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 9 Olympic Bars vertically in an area less than 0.5m squared by simply dropping the bars in and out. The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favourite bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating."
"AEFRBB01","public","Maximise your gym's organisation with our Barbell Storage Box! This versatile and space-saving storage solution is perfect for keeping your barbells neat and accessible. Crafted for durability, it's designed to withstand heavy use and protect your valuable equipment from wear and tear.

Keep a neat and tidy training space with this simple yet effective Barbell Storage Box. Store up to 9 Olympic Bars vertically in an area less than 0.5m squared by simply dropping the bars in and out. The Barbell Storage Box from Masterkraft enables Olympic bars to be stored away neatly without taking up much room. The box can be tucked away in the corner or beside your racks and rigs. The very small footprint this barbell box takes up means the choices are yours without much limitation. Neither you nor gym members have any excuse not to keep a tidy gym floor now especially as you don't need to worry about your favourite bars being damaged. Our Barbell Storage Boxes have hardened plastic sleeves with rubber stops which will protect your power bars and specialty bars alike. The exterior of the box is made from super strong 1-piece 5mm thick belt steel that is finished with a textured powder coating."
"SMBRNC01","portal","Elevate your cardio and strength training with our 12m Battle Rope. Crafted from durable materials, this high-quality rope is designed to withstand rigorous workouts.

Battle Ropes provide a complete strength and conditioning workout like no other. An absolutely intense upper body workout. Extra durable nylon casing prevents shedding and protects from the elements, making them ideal for indoor and outdoor training. Short (56mm), heavy duty steel end caps are practical and user friendly. These are attached and secured further by two bolts through the centre of the power rope eliminating any chance these end caps work loose and maximise rope longevity. The 12m length allows for versatile movements and intense full-body exercises, making it an ideal tool for improving endurance, strength, and overall fitness. Get ready to conquer your workouts with this dynamic training accessory."
"MMBRNC01","public","Elevate your cardio and strength training with our 12m Battle Rope. Crafted from durable materials, this high-quality rope is designed to withstand rigorous workouts.

Battle Ropes provide a complete strength and conditioning workout like no other. An absolutely intense upper body workout. Extra durable nylon casing prevents shedding and protects from the elements, making them ideal for indoor and outdoor training. Short (56mm), heavy duty steel end caps are practical and user friendly. These are attached and secured further by two bolts through the centre of the power rope eliminating any chance these end caps work loose and maximise rope longevity. The 12m length allows for versatile movements and intense full-body exercises, making it an ideal tool for improving endurance, strength, and overall fitness. Get ready to conquer your workouts with this dynamic training accessory."
"SEWMRO02","portal","Transform your fitness space with our Wall-Mounted Battle Rope Anchor solution! Designed for convenience and organisation, this sleek and space-saving accessory is a game-changer for your gym or workout area.

Crafted with durability in mind, this sturdy and space-saving rack securely holds your battle ropes, keeping them organised and ready for use. The wall-mounted design ensures easy access while maximising floor space. Streamline your gym setup and maintain the longevity of your battle ropes with this practical storage solution. Declutter your space, maximise your gains!"
"SEWMRO01","portal","Transform your fitness space with our Wall-Mounted Battle Rope Storage solution! Designed for convenience and organisation, this sleek and space-saving accessory is a game-changer for your gym or workout area.

Crafted with durability in mind, this sturdy and space-saving rack securely holds your battle ropes, keeping them organised and ready for use. The wall-mounted design ensures easy access while maximising floor space. Streamline your gym setup and maintain the longevity of your battle ropes with this practical storage solution. Declutter your space, maximise your gains!"
"MEWMRO01","public","Transform your fitness space with our Wall-Mounted Battle Rope Storage solution! Designed for convenience and organisation, this sleek and space-saving accessory is a game-changer for your gym or workout area.

Crafted with durability in mind, this sturdy and space-saving rack securely holds your battle ropes, keeping them organised and ready for use. The wall-mounted design ensures easy access while maximising floor space. Streamline your gym setup and maintain the longevity of your battle ropes with this practical storage solution. Declutter your space, maximise your gains!"
"MEWMBER01","public","Organise your gym equipment with our Bench & Rower Rack (Wall Mounted).

This versatile rack provides a space-efficient storage solution for your MasterKraft flat and adjustable utility weight benches and rowing machines, keeping them securely in place and ready for use. The wall-mounted design saves floor space, ensuring a clutter-free workout area. Simplify your gym setup with this sturdy and practical stoarge rack.

- Designed to hold a MasterKraft Flat Utility Weight Bench Pro, MasterKraft Adjustable Utility Weight Bench Pro, or MasterKraft Air Rower Pro/Elite only
- Simple space saving design
- Wall mounted
- Powder coat finish"
"REWMBER01","portal","Organise your gym equipment with our Bench & Rower Rack (Wall Mounted).

This versatile rack provides a space-efficient storage solution for your MasterKraft flat and adjustable utility weight benches and rowing machines, keeping them securely in place and ready for use. The wall-mounted design saves floor space, ensuring a clutter-free workout area. Simplify your gym setup with this sturdy and practical stoarge rack.

- Designed to hold a MasterKraft Flat Utility Weight Bench Pro, MasterKraft Adjustable Utility Weight Bench Pro, or MasterKraft Air Rower Pro/Elite only
- Simple space saving design
- Wall mounted
- Powder coat finish"
"SEWMBER01","portal","Organise your gym equipment with our Bench & Rower Rack (Wall Mounted).

This versatile rack provides a space-efficient storage solution for your MasterKraft flat and adjustable utility weight benches and rowing machines, keeping them securely in place and ready for use. The wall-mounted design saves floor space, ensuring a clutter-free workout area. Simplify your gym setup with this sturdy and practical stoarge rack.

- Designed to hold a MasterKraft Flat Utility Weight Bench Pro, MasterKraft Adjustable Utility Weight Bench Pro, or MasterKraft Air Rower Pro/Elite only
- Simple space saving design
- Wall mounted
- Powder coat finish"
"RSCMATT01","portal","Push, curl, and pull your way to a chiseled physique. This cable attachment comes with everything you need for a great workout, allowing for smooth, adjustable, and versatile movement patterns during strength training.

A versatile training tool, the Cable Pulley System has an uncomplicated design for fast set up, straightforward mechanics, and easy-to-adjust capacities to suit your specific fitness needs. 

This system comes with a high-strength alloy, plastic-coated cable; a pulley; mounting strap; 4 carabiner clips; a loading pin for 1"" & 2"" weight plates, and tricep rope. 

The entire system is compact and can be set up wherever the strap can be installed: beams, pull up bars, you name it.

- Versatile pulley system
- Simple set up
- Strong and durable"
"SWWLCH02","portal","Introducing our Chalk Bowl, the perfect chalk storage solution for weightlifters and gymnasts.

This sturdy and compact bowl is designed to hold and dispense chalk conveniently during workouts. With its wide opening and secure lid, it prevents spills and keeps your chalk fresh and ready for use. Elevate your grip and performance with this essential training tool.

- Enclosed bowl to avoid mess
- Stable t-bar foot
- Suits Masterkraft Gym Chalk boxes of 8"
"RWWLCH01","portal","Introducing our Chalk Bowl, the perfect chalk storage solution for weightlifters and gymnasts.

This sturdy and compact bowl is designed to hold and dispense chalk conveniently during workouts. With its wide opening and secure lid, it prevents spills and keeps your chalk fresh and ready for use. Elevate your grip and performance with this essential training tool.

- Enclosed bowl to avoid mess
- Stable t-bar foot
- Suits Masterkraft Gym Chalk boxes of 8"
"MWWLCH02","public","Introducing our Chalk Bowl, the perfect chalk storage solution for weightlifters and gymnasts.

This sturdy and compact bowl is designed to hold and dispense chalk conveniently during workouts. With its wide opening and secure lid, it prevents spills and keeps your chalk fresh and ready for use. Elevate your grip and performance with this essential training tool.

- Enclosed bowl to avoid mess
- Stable t-bar foot
- Suits Masterkraft Gym Chalk boxes of 8"
"AWWPCP01","public","Take your strength training to the next level with the Change Plates - 2.5kg. These precision-engineered plates are designed for incremental weight adjustments, allowing you to make small but significant progressions in your lifts.

Made from high-quality materials, they provide a secure and stable fit on Olympic-sized bars without damaging them. The compact size makes them easy to handle and store, while the vibrant color coding adds a touch of style to your weightlifting setup. Elevate your training regimen with these versatile and durable change plates.

- High quality polyurethane material
- Thickness: 19mm, Diameter: 205mm
- Collar opening 50.4mm
- Hardness: 90 Shore A"
"AWWPCP02","public","Take your strength training to the next level with the Change Plates - 2.5kg. These precision-engineered plates are designed for incremental weight adjustments, allowing you to make small but significant progressions in your lifts.

Made from high-quality materials, they provide a secure and stable fit on Olympic-sized bars without damaging them. The compact size makes them easy to handle and store, while the vibrant color coding adds a touch of style to your weightlifting setup. Elevate your training regimen with these versatile and durable change plates.

- High quality polyurethane material
- Thickness: 19mm, Diameter: 205mm
- Collar opening 50.4mm
- Hardness: 90 Shore A"
"MMPACE101","public","Enhance your strength training routine with the Chrome 110 Dumbbell Set. This set includes a range of dumbbells from 1kg to 10kg pairs, providing you with a versatile selection for various exercises and fitness levels.

The chrome-plated finish adds durability and a sleek look to the dumbbells, while the ergonomic handles ensure a comfortable grip during workouts. Whether you're a beginner or an experienced lifter, this dumbbell set is perfect for building strength, toning muscles, and achieving your fitness goals. Elevate your training sessions with the Chrome 110 Dumbbell Set."
"MMPACE102","public","Experience versatile strength training with our Chrome 110 Dumbbell Set. This set includes a range of dumbbells from 1kg to 10kg, allowing for progressive workouts.

The included Vertical Dumbbell Rack provides a space-saving storage solution, keeping your dumbbells organized and easily accessible. Elevate your fitness routine with this sleek and durable dumbbell set.

- 10 pairs of quality hardened chrome dumbbells
- Embossed weight identification in kg
- Dumbbell range from 1kg to 10kg in 1kg increments
- Total weight of 10 pair of dumbbells is 110kg
- Commercial grade storage rack included"
"MMPA25001","public","Take your strength and conditioning to new heights with our Complete Competition Kettlebell Set.

Superbly crafted and designed to exact and unique specifications. The result- kettlebells that are the most user friendly available. Identical in size/proportion allowing the user to maintain the same form throughout their exercise program. With the exception of the 6kg (aluminium) all kettlebells are made from steel, not iron, making them virtually indestructible. The ergonomic, smooth square handle design maximises comfort and reduces hand soreness. Colour coded weights available from 6-40kgs. With its solid construction and 8kg weight, it offers an optimal resistance level for a variety of exercises, such as swings, cleans, and snatches. The smooth and ergonomic handle ensures a comfortable and secure grip during your workouts. Elevate your strength, power, and endurance with the Competition Kettlebell - 10kg, a reliable companion for effective and challenging kettlebell workouts.

- Made from high quality steel
- All weights remain the same physical size
- Hard wearing powder coated matte/semi gloss finish
- Large flat base for extra balance
- Colour coded band and weight increments for easy identification
- Commercial grade storage rack included"
"MMPA3601","public","Take your kettlebell workouts to the next level with the Competition Kettlebell Set. This set includes three kettlebells, weighing 1/8kg, 1/12kg, and 1/16kg respectively.

Superbly crafted and designed to exact and unique specifications. The result- kettlebells that are the most user friendly available. Identical in size/proportion allowing the user to maintain the same form throughout their exercise program. With the exception of the 6kg (aluminium) all kettlebells are made from steel, not iron, making them virtually indestructible. The ergonomic, smooth square handle design maximises comfort and reduces hand soreness. Colour coded weights available from 6-40kgs. With its solid construction and 8kg weight, it offers an optimal resistance level for a variety of exercises, such as swings, cleans, and snatches. The smooth and ergonomic handle ensures a comfortable and secure grip during your workouts. Elevate your strength, power, and endurance with the Competition Kettlebell - 10kg, a reliable companion for effective and challenging kettlebell workouts.

- Made from high quality steel
- All weights remain the same physical size
- Hard wearing powder coated matte/semi gloss finish
- Large flat base for extra balance
- Colour coded band and weight increments for easy identification"
"MMPA7201","public","Experience the power and precision of the Competition Kettlebell Set. This set includes kettlebells in 1/16kg, 1/24kg, and 1/32kg weights, providing a range of options to suit your fitness level and goals.

Superbly crafted and designed to exact and unique specifications. The result- kettlebells that are the most user friendly available. Identical in size/proportion allowing the user to maintain the same form throughout their exercise program. With the exception of the 6kg (aluminium) all kettlebells are made from steel, not iron, making them virtually indestructible. The ergonomic, smooth square handle design maximises comfort and reduces hand soreness. Colour coded weights available from 6-40kgs. With its solid construction and 8kg weight, it offers an optimal resistance level for a variety of exercises, such as swings, cleans, and snatches. The smooth and ergonomic handle ensures a comfortable and secure grip during your workouts. Elevate your strength, power, and endurance with the Competition Kettlebell - 10kg, a reliable companion for effective and challenging kettlebell workouts.

- Made from high quality steel
- All weights remain the same physical size
- Hard wearing powder coated matte/semi gloss finish
- Large flat base for extra balance
- Colour coded band and weight increments for easy identification"
"MMPA8001","public","Get ready to take your kettlebell workouts to a new level with the Competition Kettlebell Set. This set includes a range of kettlebells in various weights, from 1/4kg to 1/24kg, allowing you to progress and challenge yourself as you build strength and improve your technique.

Superbly crafted and designed to exact and unique specifications. The result- kettlebells that are the most user friendly available. Identical in size/proportion allowing the user to maintain the same form throughout their exercise program. With the exception of the 6kg (aluminium) all kettlebells are made from steel, not iron, making them virtually indestructible. The ergonomic, smooth square handle design maximises comfort and reduces hand soreness. Colour coded weights available from 6-40kgs. With its solid construction and 8kg weight, it offers an optimal resistance level for a variety of exercises, such as swings, cleans, and snatches. The smooth and ergonomic handle ensures a comfortable and secure grip during your workouts. Elevate your strength, power, and endurance with the Competition Kettlebell - 10kg, a reliable companion for effective and challenging kettlebell workouts.

- Made from high quality steel
- All weights remain the same physical size
- Hard wearing powder coated matte/semi gloss finish
- Large flat base for extra balance
- Colour coded band and weight increments for easy identification"
"SBCTFS02","portal","The MasterKraft Core Trainer (Landmine) can become one of the most dynamic tools in your arsenal. Compatible with most Olympic barbells and ideally suited for rotational training exercises.

Combine with an Olympic barbell, load some Olympic weight plates and the MasterKraft Core Trainer (Landmine) will help build core rotational stability and power through a greater range of motion. This versatile accessory enables a broad range of angled barbell training exercises including squats, sumo squats, shoulder presses, lunges, rows, cleans, deadlifts, and Russian twists. Develop explosive full body strength and mid-section strength with this underrated training tool.

- Train all planes of movement
- Portable enough to use at home or the gym
- Heavy base plate for stability and less movement
- Multi-directional swivel allows for smooth-flowing rotational exercises and presses
- High gauge steel"
"MBCTFS02","public","The MasterKraft Core Trainer (Landmine) can become one of the most dynamic tools in your arsenal. Compatible with most Olympic barbells and ideally suited for rotational training exercises.

Combine with an Olympic barbell, load some Olympic weight plates and the MasterKraft Core Trainer (Landmine) will help build core rotational stability and power through a greater range of motion. This versatile accessory enables a broad range of angled barbell training exercises including squats, sumo squats, shoulder presses, lunges, rows, cleans, deadlifts, and Russian twists. Develop explosive full body strength and mid-section strength with this underrated training tool.

- Train all planes of movement
- Portable enough to use at home or the gym
- Heavy base plate for stability and less movement
- Multi-directional swivel allows for smooth-flowing rotational exercises and presses
- High gauge steel"
"ABCTFS02","public","The MasterKraft Core Trainer (Landmine) can become one of the most dynamic tools in your arsenal. Compatible with most Olympic barbells and ideally suited for rotational training exercises.

Combine with an Olympic barbell, load some Olympic weight plates and the MasterKraft Core Trainer (Landmine) will help build core rotational stability and power through a greater range of motion. This versatile accessory enables a broad range of angled barbell training exercises including squats, sumo squats, shoulder presses, lunges, rows, cleans, deadlifts, and Russian twists. Develop explosive full body strength and mid-section strength with this underrated training tool."
"MCTMSP02","public","Experience the next evolution in cardio training with the Curved Treadmill Elite. This innovative treadmill offers eight levels of resistance, enabling you to intensify your workouts and challenge your fitness limits.

With multi-grip handlebars, you can engage in additional training exercises, enhancing your overall fitness routine. The user-friendly display keeps you informed of essential performance metrics, while customisable workouts allow you to tailor your sessions to your specific goals.

Take advantage of the shock-absorbing 10mm thick vulcanized rubber surface for a comfortable and supportive run. The Curved Treadmill Elite's drive system boasts 114 bearings and 12 roller guides, ensuring durability and longevity.

Burn up to 30% more calories and elevate your cardio game with the Curved Treadmill Elite, a high-performance addition to your home gym that will help you reach new fitness heights.

- Large HIIT console with Smart Connect technology
- Resistance levels 1-8
- Multi-grip handlebars for additional training exercises
- User friendly display tracks and displays various performance metrics
- Increase efficiency and burn up to 30% more calories
- Shock absorbing 10mm thick vulcanized rubber surface"
"MCTMSP01","public","Step onto the Curved Treadmill Pro, your ticket to a dynamic and efficient cardio workout. This treadmill offers a user-friendly display that tracks and showcases various performance metrics, helping you monitor your progress with ease.

Customize your workouts to meet your fitness goals and increase efficiency by burning up to 30% more calories compared to traditional treadmills.

The shock-absorbing 10mm thick vulcanized rubber surface ensures a comfortable and supportive running experience, while the tension adjuster allows you to tailor your workout intensity.

With four pillow block bearings and a robust drive system featuring 114 bearings and 12 roller guides, this treadmill is built to withstand your most intense runs and workouts. Elevate your cardio routine and achieve your fitness goals with the Curved Treadmill Pro, a versatile and high-performance addition to your home gym.

- Large HIIT console with Smart Connect technology
- User friendly display tracks and displays various performance metrics
- Increase efficiency and burn up to 30% more calories
- Shock absorbing 10mm thick vulcanized rubber surface
- Tension adjuster
- Pillow block bearings x 4"
"MMPA5BL01","public","Introducing our Dead Ball Pack, a complete set of versatile and durable weighted balls for your functional training needs.

The dead ball is as the name suggests a dead weight. Therefore it differs from the more traditional medicine balls which bounce. Great for performing power movements and designed to withstand being slammed to the ground. The balls are filled with iron sand which provides an unstable weight which is great for balance and proprioceptive training. With a heavy duty outer rubber casing the dead ball is made to be dropped, thrown, slammed and take a beating!

- Made from durable black PVC rubber casing with a minimum thickness of 3mm
- Sand filled (no metal used)
- High grade valves reduce the potential for splitting and allow air to be added
- Available in various sizes for all user levels"
"MMGFACC01","public","Upgrade your workout regimen with our Digital Interval Timer, the ultimate tool for precision training. This versatile timer ensures you stay on track with your exercise routines, allowing you to set custom intervals for work and rest periods.

Its easy to read 85cm wide digital display and user-friendly controls make it perfect for various fitness activities, including HIIT, Tabata, CrossFit, and more.  Elevate your workouts, boost your efficiency, and achieve your fitness goals with the Digital Interval Timer. It's time to make every second count!

- Clock mode, count-up, count-down, and stopwatch functions, 7 programmable intervals
- Bright 6 digit LED display
- Aluminium casing, wall mounted, remote control included
- Perfect for boutique training studios, commercial gyms
- Powerpoint connection required (240W)
- Length: 85cm, Height: 16cm, Depth: 5cm"
"RMGFACC01","portal","Upgrade your workout regimen with our Digital Interval Timer, the ultimate tool for precision training. This versatile timer ensures you stay on track with your exercise routines, allowing you to set custom intervals for work and rest periods.

Its easy to read 85cm wide digital display and user-friendly controls make it perfect for various fitness activities, including HIIT, Tabata, CrossFit, and more.  Elevate your workouts, boost your efficiency, and achieve your fitness goals with the Digital Interval Timer. It's time to make every second count!

- Clock mode, count-up, count-down, and stopwatch functions, 7 programmable intervals
- Bright 6 digit LED display
- Aluminium casing, wall mounted, remote control included
- Perfect for boutique training studios, commercial gyms
- Powerpoint connection required (240W)
- Length: 85cm, Height: 16cm, Depth: 5cm"
"SMGFACC01","portal","Upgrade your workout regimen with our Digital Interval Timer, the ultimate tool for precision training. This versatile timer ensures you stay on track with your exercise routines, allowing you to set custom intervals for work and rest periods.

Its easy to read 85cm wide digital display and user-friendly controls make it perfect for various fitness activities, including HIIT, Tabata, CrossFit, and more.  Elevate your workouts, boost your efficiency, and achieve your fitness goals with the Digital Interval Timer. It's time to make every second count!

- Clock mode, count-up, count-down, and stopwatch functions, 7 programmable intervals
- Bright 6 digit LED display
- Aluminium casing, wall mounted, remote control included
- Perfect for boutique training studios, commercial gyms
- Powerpoint connection required (240W)
- Length: 85cm, Height: 16cm, Depth: 5cm"
"RWWAACC02","portal","Maximise your upper body workouts with our Dip & Pull Up Belt, a versatile accessory designed for strength and muscle development. Crafted for durability and support, this belt features a secure buckle and adjustable chain that comfortably holds weights, allowing you to increase resistance during dips and pull-ups.

Whether you're targeting your chest, triceps, or back muscles, this belt is perfect for enhancing your workouts. Ideal for both beginners and advanced athletes, the Dip & Pull Up Belt is a game-changer in your fitness journey. Elevate your strength, challenge your limits, and achieve new heights with this essential exercise accessory.

- Quick release carabiners
- One-piece design so the belt conforms to your waist for maximum comfort
- Heavy duty Welded D Shackles
- Heavy duty chain for large loading weights
- Weight capacity: 150kgs
- One size fits all"
"MWWAACC02","public","Maximise your upper body workouts with our Dip & Pull Up Belt, a versatile accessory designed for strength and muscle development. Crafted for durability and support, this belt features a secure buckle and adjustable chain that comfortably holds weights, allowing you to increase resistance during dips and pull-ups.

Whether you're targeting your chest, triceps, or back muscles, this belt is perfect for enhancing your workouts. Ideal for both beginners and advanced athletes, the Dip & Pull Up Belt is a game-changer in your fitness journey. Elevate your strength, challenge your limits, and achieve new heights with this essential exercise accessory.

- Quick release carabiners
- One-piece design so the belt conforms to your waist for maximum comfort
- Heavy duty Welded D Shackles
- Heavy duty chain for large loading weights
- Weight capacity: 150kgs
- One size fits all"
"SWWAACC02","portal","Maximise your upper body workouts with our Dip & Pull Up Belt, a versatile accessory designed for strength and muscle development. Crafted for durability and support, this belt features a secure buckle and adjustable chain that comfortably holds weights, allowing you to increase resistance during dips and pull-ups.

Whether you're targeting your chest, triceps, or back muscles, this belt is perfect for enhancing your workouts. Ideal for both beginners and advanced athletes, the Dip & Pull Up Belt is a game-changer in your fitness journey. Elevate your strength, challenge your limits, and achieve new heights with this essential exercise accessory.

- Quick release carabiners
- One-piece design so the belt conforms to your waist for maximum comfort
- Heavy duty Welded D Shackles
- Heavy duty chain for large loading weights
- Weight capacity: 150kgs
- One size fits all"
"SEWMACC03","portal","Rig dip bar attachments are awkward in shape and size, so are usually on the gym floor in the way, or tucked under a storage rack. Our Wall-Mounted Dip Bar Holder is perfect for finally getting these rig dip bar attachments off the floor and at the same time easily accessible. Crafted with functionality and practicality in mind, this rack is a space-saving gem!

Its robust design and wall-mounted feature frees up valuable floor space. Our Wall-Mounted Dip Bar Holder provides a reliable, efficient, and stylish way to store your dip bar attachments easily.

- Ideal to hold 3 rig dip bars
- Simple space saving design
- Wall mounted
- Powder coat finish"
"MEWMACC03","public","Rig dip bar attachments are awkward in shape and size, so are usually on the gym floor in the way, or tucked under a storage rack. Our Wall-Mounted Dip Bar Holder is perfect for finally getting these rig dip bar attachments off the floor and at the same time easily accessible. Crafted with functionality and practicality in mind, this rack is a space-saving gem!

Its robust design and wall-mounted feature frees up valuable floor space. Our Wall-Mounted Dip Bar Holder provides a reliable, efficient, and stylish way to store your dip bar attachments easily.

- Ideal to hold 3 rig dip bars
- Simple space saving design
- Wall mounted
- Powder coat finish"
"REWMACC01","portal","Rig dip bar attachments are awkward in shape and size, so are usually on the gym floor in the way, or tucked under a storage rack. Our Wall-Mounted Dip Bar Holder is perfect for finally getting these rig dip bar attachments off the floor and at the same time easily accessible. Crafted with functionality and practicality in mind, this rack is a space-saving gem!

Its robust design and wall-mounted feature frees up valuable floor space. Our Wall-Mounted Dip Bar Holder provides a reliable, efficient, and stylish way to store your dip bar attachments easily.

- Ideal to hold 3 rig dip bars
- Simple space saving design
- Wall mounted
- Powder coat finish"
"ABCTDR01","public","Get set to sculpt a stronger and more defined core with our Drop In Core Trainer. A simple yet very effective portable training product to help improve and develop core strength and power.

The core trainer allows for a multitude of exercises, engaging the full range of core muscles through your mid-section as well as back, arm and leg muscles. This innovative training tool works with existing Olympic weight plates or bumper plates to combine a stable base with an adjustable, dynamic platform, challenging your balance and engaging your core muscles. 

The Masterkraft Drop In Core Trainer solves the problem of traditional rotational core trainers by doing away with the heavy base plate reducing the overall weight and size. The vertical post simply 'drops' into the hole in the plate and away you go. This becomes an ideal tool for mobile trainers and those who are simply limited for space.
Get ready to drop in and elevate your core workouts to new heights of effectiveness.

- Supports all Olympic and bumper plates
- Sleeve suits all MasterKraft Olympic bars
- Dimensions: 400mm (L) x 125mm (H)
- Vertical Post Dimensions: 48mm Diameter (5mm thick steel)
- Sleeve Dimensions: 59mm Diameter (4mm thick steel)"
"MBCTDR01","public","Get set to sculpt a stronger and more defined core with our Drop In Core Trainer. A simple yet very effective portable training product to help improve and develop core strength and power.

The core trainer allows for a multitude of exercises, engaging the full range of core muscles through your mid-section as well as back, arm and leg muscles. This innovative training tool works with existing Olympic weight plates or bumper plates to combine a stable base with an adjustable, dynamic platform, challenging your balance and engaging your core muscles. 
 

 The Masterkraft Drop In Core Trainer solves the problem of traditional rotational core trainers by doing away with the heavy base plate reducing the overall weight and size. The vertical post simply 'drops' into the hole in the plate and away you go. This becomes an ideal tool for mobile trainers and those who are simply limited for space.
 Get ready to drop in and elevate your core workouts to new heights of effectiveness."
